REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE,A (H1),A (Unable to Subtype),A (H3),2009 H1N1,A (Subtyping not Performed),B,H3N2v
HHS Regions,Region 1,2007,38,78,1.28205128205128,0,0,1,0,0,0,0
HHS Regions,Region 2,2007,38,49,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2007,38,38,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2007,38,191,4.71204188481675,0,0,0,0,9,0,0
HHS Regions,Region 5,2007,38,5,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2007,38,147,0.680272108843537,0,0,0,0,1,0,0
HHS Regions,Region 7,2007,38,127,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2007,38,35,2.85714285714286,0,0,0,0,1,0,0
HHS Regions,Region 9,2007,38,216,7.87037037037037,10,0,0,0,4,3,0
HHS Regions,Region 10,2007,38,68,1.47058823529412,1,0,0,0,0,0,0
HHS Regions,Region 1,2007,39,103,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2007,39,66,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2007,39,15,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2007,39,239,3.76569037656904,0,0,0,0,9,0,0
HHS Regions,Region 5,2007,39,15,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2007,39,147,1.36054421768707,0,0,0,0,2,0,0
HHS Regions,Region 7,2007,39,167,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2007,39,27,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2007,39,208,4.32692307692308,3,0,1,0,5,0,0
HHS Regions,Region 10,2007,39,65,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2007,40,115,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2007,40,339,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2007,40,205,0.48780487804878,0,0,0,0,0,1,0
HHS Regions,Region 4,2007,40,407,3.43980343980344,1,0,0,0,12,1,0
HHS Regions,Region 5,2007,40,147,1.36054421768707,0,0,0,0,1,1,0
HHS Regions,Region 6,2007,40,395,0.506329113924051,0,0,0,0,2,0,0
HHS Regions,Region 7,2007,40,172,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2007,40,155,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2007,40,357,5.88235294117647,15,0,2,0,4,0,0
HHS Regions,Region 10,2007,40,89,4.49438202247191,1,0,0,0,1,2,0
HHS Regions,Region 1,2007,41,143,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2007,41,304,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2007,41,234,0.854700854700855,0,0,0,0,2,0,0
HHS Regions,Region 4,2007,41,409,1.9559902200489,0,0,2,0,6,0,0
HHS Regions,Region 5,2007,41,187,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2007,41,473,2.32558139534884,1,0,1,0,9,0,0
HHS Regions,Region 7,2007,41,170,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2007,41,164,4.26829268292683,5,0,0,0,2,0,0
HHS Regions,Region 9,2007,41,364,4.3956043956044,13,0,0,0,3,0,0
HHS Regions,Region 10,2007,41,86,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2007,42,152,1.31578947368421,2,0,0,0,0,0,0
HHS Regions,Region 2,2007,42,329,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2007,42,263,0.760456273764259,1,0,0,0,0,1,0
HHS Regions,Region 4,2007,42,496,3.2258064516129,0,0,0,0,16,0,0
HHS Regions,Region 5,2007,42,206,0.485436893203884,0,0,0,0,0,1,0
HHS Regions,Region 6,2007,42,567,1.58730158730159,0,0,1,0,8,0,0
HHS Regions,Region 7,2007,42,233,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2007,42,192,1.04166666666667,0,0,0,0,2,0,0
HHS Regions,Region 9,2007,42,419,3.5799522673031,13,0,0,0,2,0,0
HHS Regions,Region 10,2007,42,96,1.04166666666667,0,0,1,0,0,0,0
HHS Regions,Region 1,2007,43,164,0.609756097560976,0,0,0,0,0,1,0
HHS Regions,Region 2,2007,43,344,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2007,43,224,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2007,43,570,2.98245614035088,0,0,0,0,15,2,0
HHS Regions,Region 5,2007,43,227,0.881057268722467,2,0,0,0,0,0,0
HHS Regions,Region 6,2007,43,682,1.61290322580645,0,0,1,0,10,0,0
HHS Regions,Region 7,2007,43,268,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2007,43,202,0.495049504950495,0,0,0,0,0,1,0
HHS Regions,Region 9,2007,43,403,4.46650124069479,14,0,1,0,2,1,0
HHS Regions,Region 10,2007,43,95,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2007,44,173,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2007,44,438,0.684931506849315,0,0,0,0,2,1,0
HHS Regions,Region 3,2007,44,303,0.33003300330033,0,0,0,0,0,1,0
HHS Regions,Region 4,2007,44,593,5.05902192242833,2,0,0,0,24,4,0
HHS Regions,Region 5,2007,44,211,0.947867298578199,0,0,0,0,1,1,0
HHS Regions,Region 6,2007,44,817,2.5703794369645,0,0,0,0,20,1,0
HHS Regions,Region 7,2007,44,309,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2007,44,257,1.16731517509728,1,0,0,0,0,2,0
HHS Regions,Region 9,2007,44,375,3.73333333333333,7,0,0,0,6,1,0
HHS Regions,Region 10,2007,44,99,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2007,45,287,1.04529616724739,0,0,0,0,2,1,0
HHS Regions,Region 2,2007,45,455,0.21978021978022,0,0,0,0,1,0,0
HHS Regions,Region 3,2007,45,148,1.35135135135135,0,0,0,0,0,2,0
HHS Regions,Region 4,2007,45,603,2.48756218905473,0,0,3,0,10,2,0
HHS Regions,Region 5,2007,45,256,0.390625,0,0,1,0,0,0,0
HHS Regions,Region 6,2007,45,922,3.57917570498915,0,0,5,0,26,2,0
HHS Regions,Region 7,2007,45,377,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2007,45,301,2.32558139534884,3,0,0,0,3,1,0
HHS Regions,Region 9,2007,45,358,5.58659217877095,12,0,1,0,5,2,0
HHS Regions,Region 10,2007,45,90,3.33333333333333,2,0,0,0,0,1,0
HHS Regions,Region 1,2007,46,289,0.346020761245675,1,0,0,0,0,0,0
HHS Regions,Region 2,2007,46,482,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2007,46,134,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2007,46,677,2.80649926144756,1,0,1,0,15,2,0
HHS Regions,Region 5,2007,46,280,1.42857142857143,1,0,0,0,3,0,0
HHS Regions,Region 6,2007,46,997,3.20962888665998,0,0,2,0,30,0,0
HHS Regions,Region 7,2007,46,359,0.835654596100279,0,0,2,0,1,0,0
HHS Regions,Region 8,2007,46,318,2.83018867924528,8,0,0,0,1,0,0
HHS Regions,Region 9,2007,46,488,3.48360655737705,12,0,0,0,5,0,0
HHS Regions,Region 10,2007,46,107,1.86915887850467,1,0,1,0,0,0,0
HHS Regions,Region 1,2007,47,294,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2007,47,496,0.604838709677419,1,0,0,0,1,1,0
HHS Regions,Region 3,2007,47,148,0.675675675675676,0,0,0,0,0,1,0
HHS Regions,Region 4,2007,47,654,3.36391437308869,0,0,0,0,18,4,0
HHS Regions,Region 5,2007,47,269,1.48698884758364,0,0,1,0,2,1,0
HHS Regions,Region 6,2007,47,1012,6.42292490118577,0,0,1,0,62,2,0
HHS Regions,Region 7,2007,47,363,0.275482093663912,0,0,0,0,1,0,0
HHS Regions,Region 8,2007,47,304,9.86842105263158,23,0,0,0,4,3,0
HHS Regions,Region 9,2007,47,384,3.125,10,0,0,0,1,1,0
HHS Regions,Region 10,2007,47,116,1.72413793103448,1,0,0,0,1,0,0
HHS Regions,Region 1,2007,48,353,0.84985835694051,2,0,0,0,1,0,0
HHS Regions,Region 2,2007,48,616,0.649350649350649,1,0,0,0,3,0,0
HHS Regions,Region 3,2007,48,190,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2007,48,619,3.55411954765751,0,0,3,0,17,2,0
HHS Regions,Region 5,2007,48,263,3.04182509505703,3,0,4,0,0,1,0
HHS Regions,Region 6,2007,48,1157,5.09939498703544,2,0,3,0,53,1,0
HHS Regions,Region 7,2007,48,441,0.90702947845805,1,0,0,0,1,2,0
HHS Regions,Region 8,2007,48,314,10.5095541401274,23,0,0,0,5,5,0
HHS Regions,Region 9,2007,48,752,2.65957446808511,15,0,1,0,4,0,0
HHS Regions,Region 10,2007,48,150,5.33333333333333,2,0,1,0,2,3,0
HHS Regions,Region 1,2007,49,322,1.5527950310559,2,0,0,0,3,0,0
HHS Regions,Region 2,2007,49,613,1.30505709624796,0,0,0,0,1,7,0
HHS Regions,Region 3,2007,49,387,1.80878552971576,0,0,0,0,3,4,0
HHS Regions,Region 4,2007,49,575,2.95652173913043,1,0,0,0,14,2,0
HHS Regions,Region 5,2007,49,332,1.80722891566265,1,0,4,0,0,1,0
HHS Regions,Region 6,2007,49,1259,6.98967434471803,2,0,5,0,77,4,0
HHS Regions,Region 7,2007,49,407,0.491400491400491,1,0,0,0,0,1,0
HHS Regions,Region 8,2007,49,380,3.68421052631579,6,0,0,0,7,1,0
HHS Regions,Region 9,2007,49,510,5.09803921568627,21,0,1,0,2,2,0
HHS Regions,Region 10,2007,49,124,5.64516129032258,1,0,0,0,6,0,0
HHS Regions,Region 1,2007,50,376,2.65957446808511,2,0,0,0,6,2,0
HHS Regions,Region 2,2007,50,671,1.63934426229508,3,0,1,0,4,3,0
HHS Regions,Region 3,2007,50,321,0.623052959501558,1,0,0,0,1,0,0
HHS Regions,Region 4,2007,50,528,0.946969696969697,0,0,1,0,0,4,0
HHS Regions,Region 5,2007,50,410,4.8780487804878,6,0,6,0,3,5,0
HHS Regions,Region 6,2007,50,1360,6.25,4,0,7,0,68,6,0
HHS Regions,Region 7,2007,50,433,1.15473441108545,1,0,3,0,0,1,0
HHS Regions,Region 8,2007,50,400,9.5,6,0,1,0,28,3,0
HHS Regions,Region 9,2007,50,457,7.4398249452954,24,0,2,0,6,2,0
HHS Regions,Region 10,2007,50,201,2.48756218905473,3,0,1,0,1,0,0
HHS Regions,Region 1,2007,51,499,3.2064128256513,2,0,1,0,10,3,0
HHS Regions,Region 2,2007,51,691,2.74963820549928,3,0,1,0,6,9,0
HHS Regions,Region 3,2007,51,481,2.28690228690229,0,0,1,0,0,10,0
HHS Regions,Region 4,2007,51,628,2.07006369426752,8,0,2,0,2,1,0
HHS Regions,Region 5,2007,51,426,7.981220657277,17,0,9,0,3,5,0
HHS Regions,Region 6,2007,51,1553,8.82163554410818,12,0,9,0,103,13,0
HHS Regions,Region 7,2007,51,473,1.05708245243129,1,0,2,0,1,1,0
HHS Regions,Region 8,2007,51,335,9.25373134328358,8,0,0,0,20,3,0
HHS Regions,Region 9,2007,51,523,6.30975143403442,11,0,1,0,15,6,0
HHS Regions,Region 10,2007,51,268,5.59701492537313,6,0,2,0,7,0,0
HHS Regions,Region 1,2007,52,443,2.93453724604966,2,0,0,0,8,3,0
HHS Regions,Region 2,2007,52,817,4.03916768665851,2,0,1,0,15,15,0
HHS Regions,Region 3,2007,52,478,5.23012552301255,0,0,0,0,10,15,0
HHS Regions,Region 4,2007,52,679,6.62739322533137,3,0,2,0,36,4,0
HHS Regions,Region 5,2007,52,392,6.12244897959184,7,0,5,0,1,11,0
HHS Regions,Region 6,2007,52,1718,9.13853317811409,11,0,8,0,127,11,0
HHS Regions,Region 7,2007,52,491,2.64765784114053,3,0,4,0,1,5,0
HHS Regions,Region 8,2007,52,525,14.2857142857143,15,0,0,0,49,11,0
HHS Regions,Region 9,2007,52,493,9.93914807302231,29,0,6,0,4,10,0
HHS Regions,Region 10,2007,52,233,6.00858369098712,5,0,0,0,8,1,0
HHS Regions,Region 1,2008,1,489,2.86298568507157,2,0,2,0,6,4,0
HHS Regions,Region 2,2008,1,767,4.43285528031291,5,0,2,0,16,11,0
HHS Regions,Region 3,2008,1,578,3.80622837370242,3,0,3,0,0,16,0
HHS Regions,Region 4,2008,1,817,6.36474908200734,5,0,2,0,43,2,0
HHS Regions,Region 5,2008,1,443,10.6094808126411,10,0,18,0,2,17,0
HHS Regions,Region 6,2008,1,1778,13.1046119235096,12,0,23,0,174,24,0
HHS Regions,Region 7,2008,1,542,3.50553505535055,4,0,7,0,4,4,0
HHS Regions,Region 8,2008,1,512,12.6953125,5,0,0,0,46,14,0
HHS Regions,Region 9,2008,1,520,13.4615384615385,41,0,4,0,13,12,0
HHS Regions,Region 10,2008,1,383,7.31070496083551,11,0,0,0,14,3,0
HHS Regions,Region 1,2008,2,577,7.2790294627383,6,0,2,0,14,20,0
HHS Regions,Region 2,2008,2,897,9.69899665551839,14,0,5,0,42,26,0
HHS Regions,Region 3,2008,2,548,5.10948905109489,0,0,9,0,8,11,0
HHS Regions,Region 4,2008,2,794,10.4534005037783,5,0,5,0,64,9,0
HHS Regions,Region 5,2008,2,506,20.3557312252964,22,0,52,0,9,20,0
HHS Regions,Region 6,2008,2,1807,19.6458218040952,16,0,38,0,265,36,0
HHS Regions,Region 7,2008,2,544,7.16911764705882,6,0,10,0,14,9,0
HHS Regions,Region 8,2008,2,668,15.4191616766467,14,0,5,0,70,14,0
HHS Regions,Region 9,2008,2,680,16.1764705882353,62,0,16,0,16,16,0
HHS Regions,Region 10,2008,2,362,14.6408839779006,21,0,3,0,27,2,0
HHS Regions,Region 1,2008,3,628,7.80254777070064,3,0,1,0,30,15,0
HHS Regions,Region 2,2008,3,794,12.3425692695214,15,0,4,0,35,44,0
HHS Regions,Region 3,2008,3,517,7.73694390715667,5,0,9,0,16,10,0
HHS Regions,Region 4,2008,3,946,14.5877378435518,13,0,27,0,88,10,0
HHS Regions,Region 5,2008,3,624,15.8653846153846,14,0,55,0,10,20,0
HHS Regions,Region 6,2008,3,1996,25.3507014028056,18,0,58,0,389,41,0
HHS Regions,Region 7,2008,3,576,14.4097222222222,4,0,24,0,43,12,0
HHS Regions,Region 8,2008,3,681,11.7474302496329,17,0,4,0,45,14,0
HHS Regions,Region 9,2008,3,698,22.6361031518625,81,0,18,0,21,38,0
HHS Regions,Region 10,2008,3,354,17.5141242937853,26,0,5,0,26,5,0
HHS Regions,Region 1,2008,4,650,9.69230769230769,5,0,5,0,36,17,0
HHS Regions,Region 2,2008,4,899,15.3503893214683,27,0,10,0,35,66,0
HHS Regions,Region 3,2008,4,580,14.8275862068966,3,0,18,0,34,31,0
HHS Regions,Region 4,2008,4,1160,22.5862068965517,27,0,62,0,159,14,0
HHS Regions,Region 5,2008,4,695,29.4964028776978,8,0,99,0,57,41,0
HHS Regions,Region 6,2008,4,2870,29.9651567944251,30,0,84,0,666,80,0
HHS Regions,Region 7,2008,4,828,23.4299516908213,19,0,52,0,105,18,0
HHS Regions,Region 8,2008,4,721,13.4535367545076,12,0,7,0,63,15,0
HHS Regions,Region 9,2008,4,708,24.7175141242938,57,0,44,0,25,49,0
HHS Regions,Region 10,2008,4,363,19.8347107438017,22,0,4,0,35,11,0
HHS Regions,Region 1,2008,5,891,19.4163860830528,7,0,10,0,79,77,0
HHS Regions,Region 2,2008,5,1217,23.6647493837305,25,0,20,0,128,115,0
HHS Regions,Region 3,2008,5,814,24.8157248157248,3,0,29,0,125,45,0
HHS Regions,Region 4,2008,5,2711,27.1855403909996,35,0,163,0,499,40,0
HHS Regions,Region 5,2008,5,934,40.1498929336188,31,0,176,0,102,66,0
HHS Regions,Region 6,2008,5,3462,34.9508954361641,26,0,53,0,984,147,0
HHS Regions,Region 7,2008,5,1233,26.2773722627737,6,0,63,0,218,37,0
HHS Regions,Region 8,2008,5,911,19.0998902305159,16,0,15,0,97,46,0
HHS Regions,Region 9,2008,5,854,28.2201405152225,57,0,84,0,37,63,0
HHS Regions,Region 10,2008,5,432,24.7685185185185,37,0,14,0,32,24,0
HHS Regions,Region 1,2008,6,1057,25.4493850520341,10,0,20,0,127,112,0
HHS Regions,Region 2,2008,6,1450,31.1724137931034,26,0,29,0,225,172,0
HHS Regions,Region 3,2008,6,1210,36.6942148760331,20,0,125,0,230,69,0
HHS Regions,Region 4,2008,6,2937,31.5968675519237,54,0,269,0,550,55,0
HHS Regions,Region 5,2008,6,1128,36.613475177305,15,0,138,0,185,75,0
HHS Regions,Region 6,2008,6,3755,35.2063914780293,18,0,75,0,1043,186,0
HHS Regions,Region 7,2008,6,1228,26.7915309446254,7,0,66,0,217,39,0
HHS Regions,Region 8,2008,6,1171,26.5584970111016,30,0,19,0,181,81,0
HHS Regions,Region 9,2008,6,910,30.7692307692308,51,0,80,0,40,109,0
HHS Regions,Region 10,2008,6,496,24.7983870967742,34,0,20,0,37,32,0
HHS Regions,Region 1,2008,7,1314,30.517503805175,21,0,30,0,192,158,0
HHS Regions,Region 2,2008,7,1726,31.3441483198146,31,0,52,0,242,216,0
HHS Regions,Region 3,2008,7,1433,36.2875087229588,17,0,151,0,240,112,0
HHS Regions,Region 4,2008,7,2889,33.852544132918,33,0,233,0,649,63,0
HHS Regions,Region 5,2008,7,1187,36.0572872788543,15,0,109,0,233,71,0
HHS Regions,Region 6,2008,7,3196,32.1652065081352,8,0,56,0,753,211,0
HHS Regions,Region 7,2008,7,1110,27.8378378378378,4,0,70,0,180,55,0
HHS Regions,Region 8,2008,7,1023,25.5131964809384,20,0,11,0,137,93,0
HHS Regions,Region 9,2008,7,852,29.6948356807512,27,0,103,0,48,75,0
HHS Regions,Region 10,2008,7,441,24.4897959183673,26,0,22,0,29,31,0
HHS Regions,Region 1,2008,8,1857,28.7022078621432,12,0,38,0,273,210,0
HHS Regions,Region 2,2008,8,1893,28.9487585842578,23,0,60,0,255,210,0
HHS Regions,Region 3,2008,8,1616,46.2871287128713,30,0,214,0,298,206,0
HHS Regions,Region 4,2008,8,3083,28.4787544599416,31,0,272,0,511,64,0
HHS Regions,Region 5,2008,8,1439,41.5566365531619,23,0,184,0,287,104,0
HHS Regions,Region 6,2008,8,3216,27.3009950248756,6,0,36,0,588,248,0
HHS Regions,Region 7,2008,8,1154,22.7036395147314,3,0,34,0,178,47,0
HHS Regions,Region 8,2008,8,1674,26.0454002389486,17,0,12,0,263,144,0
HHS Regions,Region 9,2008,8,956,28.8702928870293,35,0,98,0,40,103,0
HHS Regions,Region 10,2008,8,471,25.4777070063694,9,0,27,0,37,47,0
HHS Regions,Region 1,2008,9,1778,25.5343082114736,12,0,43,0,209,190,0
HHS Regions,Region 2,2008,9,1911,25.3793825222397,10,0,31,0,234,210,0
HHS Regions,Region 3,2008,9,1522,41.1957950065703,17,0,163,0,259,188,0
HHS Regions,Region 4,2008,9,2336,25.2568493150685,22,0,186,0,324,58,0
HHS Regions,Region 5,2008,9,1591,42.4261470773099,19,0,246,0,255,155,0
HHS Regions,Region 6,2008,9,3019,23.4514739980126,2,0,26,0,416,264,0
HHS Regions,Region 7,2008,9,839,18.4743742550656,1,0,12,0,83,59,0
HHS Regions,Region 8,2008,9,1757,24.1320432555492,5,0,9,0,259,151,0
HHS Regions,Region 9,2008,9,917,27.4809160305344,30,0,101,0,21,100,0
HHS Regions,Region 10,2008,9,427,18.9695550351288,3,0,6,0,35,37,0
HHS Regions,Region 1,2008,10,1504,25.7978723404255,4,0,26,0,160,198,0
HHS Regions,Region 2,2008,10,1744,23.795871559633,7,0,34,0,165,209,0
HHS Regions,Region 3,2008,10,1262,34.3898573692552,8,0,91,0,182,153,0
HHS Regions,Region 4,2008,10,2161,22.9523368810736,9,0,206,0,206,75,0
HHS Regions,Region 5,2008,10,1439,40.6532314107019,19,0,162,0,229,175,0
HHS Regions,Region 6,2008,10,2438,18.4577522559475,2,0,14,0,186,248,0
HHS Regions,Region 7,2008,10,797,16.5621079046424,0,0,9,0,51,72,0
HHS Regions,Region 8,2008,10,2471,16.6734115742614,7,0,1,0,258,146,0
HHS Regions,Region 9,2008,10,868,21.4285714285714,15,0,73,0,31,67,0
HHS Regions,Region 10,2008,10,497,19.5171026156942,2,0,14,0,37,44,0
HHS Regions,Region 1,2008,11,1395,22.5806451612903,4,0,25,0,123,163,0
HHS Regions,Region 2,2008,11,1527,25.6057629338572,26,0,57,0,173,135,0
HHS Regions,Region 3,2008,11,892,24.6636771300448,5,0,35,0,66,114,0
HHS Regions,Region 4,2008,11,1394,20.8034433285509,3,0,108,0,121,58,0
HHS Regions,Region 5,2008,11,1143,39.4575678040245,11,0,135,0,116,189,0
HHS Regions,Region 6,2008,11,1994,13.3400200601805,0,0,5,0,80,181,0
HHS Regions,Region 7,2008,11,760,16.1842105263158,0,0,27,0,30,66,0
HHS Regions,Region 8,2008,11,1393,20.7465900933238,4,0,12,0,171,102,0
HHS Regions,Region 9,2008,11,783,21.2005108556833,16,0,72,0,19,59,0
HHS Regions,Region 10,2008,11,367,14.441416893733,0,0,8,0,17,28,0
HHS Regions,Region 1,2008,12,1129,19.3976970770593,3,0,25,0,72,119,0
HHS Regions,Region 2,2008,12,1343,22.5614296351452,3,0,14,0,131,155,0
HHS Regions,Region 3,2008,12,985,25.0761421319797,20,0,103,0,45,79,0
HHS Regions,Region 4,2008,12,1201,15.4038301415487,2,0,38,0,81,64,0
HHS Regions,Region 5,2008,12,963,39.2523364485981,9,0,136,0,67,166,0
HHS Regions,Region 6,2008,12,1396,11.3896848137536,0,0,8,0,43,108,0
HHS Regions,Region 7,2008,12,388,12.3711340206186,0,0,6,0,13,29,0
HHS Regions,Region 8,2008,12,1110,19.8198198198198,1,0,2,0,118,99,0
HHS Regions,Region 9,2008,12,686,19.9708454810496,5,0,58,0,14,60,0
HHS Regions,Region 10,2008,12,297,13.8047138047138,0,0,5,0,12,24,0
HHS Regions,Region 1,2008,13,1039,20.2117420596728,3,0,36,0,64,107,0
HHS Regions,Region 2,2008,13,1185,23.2067510548523,3,0,25,0,117,130,0
HHS Regions,Region 3,2008,13,621,21.9001610305958,1,0,8,0,28,99,0
HHS Regions,Region 4,2008,13,726,13.3608815426997,1,0,31,0,26,39,0
HHS Regions,Region 5,2008,13,754,31.4323607427056,1,0,17,0,48,171,0
HHS Regions,Region 6,2008,13,1081,7.40055504162812,0,0,3,0,29,48,0
HHS Regions,Region 7,2008,13,530,7.35849056603774,0,0,0,0,11,28,0
HHS Regions,Region 8,2008,13,959,16.6840458811262,0,0,3,0,73,84,0
HHS Regions,Region 9,2008,13,652,18.558282208589,4,0,52,0,13,52,0
HHS Regions,Region 10,2008,13,253,12.6482213438735,0,0,3,0,10,19,0
HHS Regions,Region 1,2008,14,869,19.6777905638665,0,0,30,0,65,76,0
HHS Regions,Region 2,2008,14,962,17.6715176715177,0,0,20,0,53,97,0
HHS Regions,Region 3,2008,14,462,14.0692640692641,1,0,0,0,12,52,0
HHS Regions,Region 4,2008,14,641,11.5444617784711,1,0,2,0,38,33,0
HHS Regions,Region 5,2008,14,505,21.5841584158416,0,0,8,0,19,82,0
HHS Regions,Region 6,2008,14,805,5.59006211180124,0,0,3,0,16,26,0
HHS Regions,Region 7,2008,14,252,3.96825396825397,0,0,0,0,1,9,0
HHS Regions,Region 8,2008,14,745,14.0939597315436,0,0,2,0,47,56,0
HHS Regions,Region 9,2008,14,575,16.8695652173913,0,0,37,0,9,51,0
HHS Regions,Region 10,2008,14,367,14.441416893733,10,0,8,0,6,29,0
HHS Regions,Region 1,2008,15,688,16.2790697674419,0,0,14,0,39,59,0
HHS Regions,Region 2,2008,15,728,15.9340659340659,0,0,9,0,30,77,0
HHS Regions,Region 3,2008,15,395,4.81012658227848,0,0,0,0,2,17,0
HHS Regions,Region 4,2008,15,582,11.5120274914089,0,0,6,0,26,35,0
HHS Regions,Region 5,2008,15,458,18.9956331877729,0,0,2,0,2,83,0
HHS Regions,Region 6,2008,15,687,5.09461426491994,0,0,0,0,14,21,0
HHS Regions,Region 7,2008,15,194,7.7319587628866,0,0,0,0,0,15,0
HHS Regions,Region 8,2008,15,711,10.407876230661,0,0,1,0,19,54,0
HHS Regions,Region 9,2008,15,485,11.7525773195876,1,0,13,0,7,36,0
HHS Regions,Region 10,2008,15,357,11.2044817927171,5,0,11,0,5,19,0
HHS Regions,Region 1,2008,16,470,8.51063829787234,0,0,3,0,15,22,0
HHS Regions,Region 2,2008,16,577,9.53206239168111,0,0,4,0,17,34,0
HHS Regions,Region 3,2008,16,342,8.47953216374269,0,0,2,0,2,25,0
HHS Regions,Region 4,2008,16,579,10.0172711571675,0,0,5,0,31,22,0
HHS Regions,Region 5,2008,16,241,9.12863070539419,0,0,3,0,1,18,0
HHS Regions,Region 6,2008,16,525,3.23809523809524,0,0,1,0,4,12,0
HHS Regions,Region 7,2008,16,339,5.6047197640118,0,0,1,0,0,18,0
HHS Regions,Region 8,2008,16,325,9.53846153846154,0,0,0,0,7,24,0
HHS Regions,Region 9,2008,16,492,12.8048780487805,0,0,12,0,3,48,0
HHS Regions,Region 10,2008,16,213,7.04225352112676,0,0,1,0,3,11,0
HHS Regions,Region 1,2008,17,345,7.2463768115942,0,0,2,0,8,15,0
HHS Regions,Region 2,2008,17,441,6.12244897959184,0,0,1,0,7,19,0
HHS Regions,Region 3,2008,17,279,3.9426523297491,0,0,0,0,1,10,0
HHS Regions,Region 4,2008,17,462,6.06060606060606,0,0,0,0,17,11,0
HHS Regions,Region 5,2008,17,278,8.27338129496403,0,0,0,0,1,22,0
HHS Regions,Region 6,2008,17,490,1.42857142857143,0,0,0,0,4,3,0
HHS Regions,Region 7,2008,17,275,2.54545454545455,0,0,0,0,0,7,0
HHS Regions,Region 8,2008,17,364,4.12087912087912,0,0,0,0,5,10,0
HHS Regions,Region 9,2008,17,449,4.89977728285078,1,0,4,0,1,16,0
HHS Regions,Region 10,2008,17,173,15.028901734104,4,0,4,0,0,18,0
HHS Regions,Region 1,2008,18,199,3.51758793969849,0,0,0,0,2,5,0
HHS Regions,Region 2,2008,18,399,3.25814536340852,0,0,0,0,4,9,0
HHS Regions,Region 3,2008,18,277,3.24909747292419,0,0,0,0,0,9,0
HHS Regions,Region 4,2008,18,384,8.07291666666667,1,0,1,0,21,8,0
HHS Regions,Region 5,2008,18,228,5.26315789473684,0,0,1,0,0,11,0
HHS Regions,Region 6,2008,18,376,3.72340425531915,0,0,0,0,7,7,0
HHS Regions,Region 7,2008,18,90,3.33333333333333,0,0,0,0,0,3,0
HHS Regions,Region 8,2008,18,286,3.14685314685315,0,0,2,0,2,5,0
HHS Regions,Region 9,2008,18,352,6.25,0,0,5,0,0,17,0
HHS Regions,Region 10,2008,18,133,4.51127819548872,0,0,0,0,1,5,0
HHS Regions,Region 1,2008,19,164,2.4390243902439,0,0,2,0,1,1,0
HHS Regions,Region 2,2008,19,326,1.53374233128834,0,0,1,0,0,4,0
HHS Regions,Region 3,2008,19,181,0.552486187845304,0,0,0,0,0,1,0
HHS Regions,Region 4,2008,19,315,1.58730158730159,0,0,0,0,2,3,0
HHS Regions,Region 5,2008,19,217,2.76497695852535,0,0,0,0,0,6,0
HHS Regions,Region 6,2008,19,297,2.69360269360269,0,0,1,0,4,3,0
HHS Regions,Region 7,2008,19,274,0.364963503649635,0,0,0,0,0,1,0
HHS Regions,Region 8,2008,19,245,0.816326530612245,0,0,0,0,2,0,0
HHS Regions,Region 9,2008,19,416,6.49038461538462,0,0,6,0,0,21,0
HHS Regions,Region 10,2008,19,104,5.76923076923077,0,0,0,0,3,3,0
HHS Regions,Region 1,2008,20,144,1.38888888888889,0,0,0,0,1,1,0
HHS Regions,Region 2,2008,20,304,0.657894736842105,0,0,0,0,2,0,0
HHS Regions,Region 3,2008,20,233,1.71673819742489,0,0,1,0,0,3,0
