REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE,A (H1),A (Unable to Subtype),A (H3),2009 H1N1,A (Subtyping not Performed),B,H3N2v
HHS Regions,Region 1,1997,40,51,0,0,0,0,0,0,0,0
HHS Regions,Region 2,1997,40,152,0,0,0,0,0,0,0,0
HHS Regions,Region 3,1997,40,143,0,0,0,0,0,0,0,0
HHS Regions,Region 4,1997,40,98,0,0,0,0,0,0,0,0
HHS Regions,Region 5,1997,40,147,0,0,0,0,0,0,0,0
HHS Regions,Region 6,1997,40,343,0,0,0,0,0,0,0,0
HHS Regions,Region 7,1997,40,133,0,0,0,0,0,0,0,0
HHS Regions,Region 8,1997,40,78,0,0,0,0,0,0,0,0
HHS Regions,Region 9,1997,40,98,0,0,0,0,0,0,0,0
HHS Regions,Region 10,1997,40,48,0,0,0,0,0,0,0,0
HHS Regions,Region 1,1997,41,54,0,0,0,0,0,0,0,0
HHS Regions,Region 2,1997,41,172,0,0,0,0,0,0,0,0
HHS Regions,Region 3,1997,41,184,0,0,0,0,0,0,0,0
HHS Regions,Region 4,1997,41,93,0,0,0,0,0,0,0,0
HHS Regions,Region 5,1997,41,186,0,0,0,0,0,0,0,0
HHS Regions,Region 6,1997,41,417,0,0,0,0,0,0,0,0
HHS Regions,Region 7,1997,41,147,0,0,0,0,0,0,0,0
HHS Regions,Region 8,1997,41,81,0,0,0,0,0,0,0,0
HHS Regions,Region 9,1997,41,105,0,0,0,0,0,0,0,0
HHS Regions,Region 10,1997,41,74,14.8648648648649,0,0,0,0,11,0,0
HHS Regions,Region 1,1997,42,43,0,0,0,0,0,0,0,0
HHS Regions,Region 2,1997,42,169,0,0,0,0,0,0,0,0
HHS Regions,Region 3,1997,42,155,0.645161290322581,0,0,0,0,0,1,0
HHS Regions,Region 4,1997,42,103,1.94174757281553,0,0,0,0,2,0,0
HHS Regions,Region 5,1997,42,188,0,0,0,0,0,0,0,0
HHS Regions,Region 6,1997,42,411,0.24330900243309,0,0,0,0,1,0,0
HHS Regions,Region 7,1997,42,163,0,0,0,0,0,0,0,0
HHS Regions,Region 8,1997,42,95,0,0,0,0,0,0,0,0
HHS Regions,Region 9,1997,42,137,2.18978102189781,0,0,2,0,1,0,0
HHS Regions,Region 10,1997,42,88,11.3636363636364,0,0,1,0,9,0,0
HHS Regions,Region 1,1997,43,56,0,0,0,0,0,0,0,0
HHS Regions,Region 2,1997,43,206,0,0,0,0,0,0,0,0
HHS Regions,Region 3,1997,43,181,0,0,0,0,0,0,0,0
HHS Regions,Region 4,1997,43,145,0,0,0,0,0,0,0,0
HHS Regions,Region 5,1997,43,198,0,0,0,0,0,0,0,0
HHS Regions,Region 6,1997,43,444,0,0,0,0,0,0,0,0
HHS Regions,Region 7,1997,43,174,0,0,0,0,0,0,0,0
HHS Regions,Region 8,1997,43,77,0,0,0,0,0,0,0,0
HHS Regions,Region 9,1997,43,116,6.03448275862069,0,0,0,0,7,0,0
HHS Regions,Region 10,1997,43,72,0,0,0,0,0,0,0,0
HHS Regions,Region 1,1997,44,60,0,0,0,0,0,0,0,0
HHS Regions,Region 2,1997,44,214,3.73831775700935,0,0,8,0,0,0,0
HHS Regions,Region 3,1997,44,192,0,0,0,0,0,0,0,0
HHS Regions,Region 4,1997,44,133,0,0,0,0,0,0,0,0
HHS Regions,Region 5,1997,44,232,0,0,0,0,0,0,0,0
HHS Regions,Region 6,1997,44,578,0,0,0,0,0,0,0,0
HHS Regions,Region 7,1997,44,181,0,0,0,0,0,0,0,0
HHS Regions,Region 8,1997,44,98,0,0,0,0,0,0,0,0
HHS Regions,Region 9,1997,44,132,1.51515151515152,0,0,1,0,1,0,0
HHS Regions,Region 10,1997,44,77,0,0,0,0,0,0,0,0
HHS Regions,Region 1,1997,45,74,1.35135135135135,0,0,0,0,1,0,0
HHS Regions,Region 2,1997,45,238,0,0,0,0,0,0,0,0
HHS Regions,Region 3,1997,45,216,0,0,0,0,0,0,0,0
HHS Regions,Region 4,1997,45,153,0.65359477124183,0,0,0,0,1,0,0
HHS Regions,Region 5,1997,45,224,0,0,0,0,0,0,0,0
HHS Regions,Region 6,1997,45,661,0.151285930408472,0,0,0,0,1,0,0
HHS Regions,Region 7,1997,45,197,0,0,0,0,0,0,0,0
HHS Regions,Region 8,1997,45,123,0,0,0,0,0,0,0,0
HHS Regions,Region 9,1997,45,124,2.41935483870968,0,0,0,0,3,0,0
HHS Regions,Region 10,1997,45,96,0,0,0,0,0,0,0,0
HHS Regions,Region 1,1997,46,70,0,0,0,0,0,0,0,0
HHS Regions,Region 2,1997,46,235,0.851063829787234,0,0,0,0,1,1,0
HHS Regions,Region 3,1997,46,195,0,0,0,0,0,0,0,0
HHS Regions,Region 4,1997,46,165,1.21212121212121,0,0,1,0,1,0,0
HHS Regions,Region 5,1997,46,279,0,0,0,0,0,0,0,0
HHS Regions,Region 6,1997,46,728,0.137362637362637,0,0,0,0,1,0,0
HHS Regions,Region 7,1997,46,227,0,0,0,0,0,0,0,0
HHS Regions,Region 8,1997,46,104,0,0,0,0,0,0,0,0
HHS Regions,Region 9,1997,46,140,2.14285714285714,0,0,2,0,1,0,0
HHS Regions,Region 10,1997,46,61,0,0,0,0,0,0,0,0
HHS Regions,Region 1,1997,47,74,1.35135135135135,0,0,0,0,1,0,0
HHS Regions,Region 2,1997,47,230,0,0,0,0,0,0,0,0
HHS Regions,Region 3,1997,47,214,1.86915887850467,0,0,2,0,2,0,0
HHS Regions,Region 4,1997,47,212,1.41509433962264,0,0,0,0,3,0,0
HHS Regions,Region 5,1997,47,266,2.63157894736842,0,0,3,0,4,0,0
HHS Regions,Region 6,1997,47,919,0.326441784548422,0,0,0,0,3,0,0
HHS Regions,Region 7,1997,47,262,0,0,0,0,0,0,0,0
HHS Regions,Region 8,1997,47,115,0.869565217391304,0,0,0,0,1,0,0
HHS Regions,Region 9,1997,47,153,2.61437908496732,0,0,0,0,3,1,0
HHS Regions,Region 10,1997,47,88,0,0,0,0,0,0,0,0
HHS Regions,Region 1,1997,48,57,5.26315789473684,0,0,0,0,3,0,0
HHS Regions,Region 2,1997,48,254,3.1496062992126,0,0,6,0,2,0,0
HHS Regions,Region 3,1997,48,198,1.01010101010101,0,0,2,0,0,0,0
HHS Regions,Region 4,1997,48,146,1.36986301369863,0,0,0,0,1,1,0
HHS Regions,Region 5,1997,48,228,0.87719298245614,0,0,2,0,0,0,0
HHS Regions,Region 6,1997,48,798,1.62907268170426,0,0,1,0,12,0,0
HHS Regions,Region 7,1997,48,203,0.985221674876847,0,0,2,0,0,0,0
HHS Regions,Region 8,1997,48,130,0.769230769230769,0,0,0,0,1,0,0
HHS Regions,Region 9,1997,48,169,1.77514792899408,0,0,0,0,3,0,0
HHS Regions,Region 10,1997,48,59,1.69491525423729,0,0,1,0,0,0,0
HHS Regions,Region 1,1997,49,42,0,0,0,0,0,0,0,0
HHS Regions,Region 2,1997,49,286,1.74825174825175,0,0,1,0,4,0,0
HHS Regions,Region 3,1997,49,175,1.71428571428571,0,0,1,0,1,1,0
HHS Regions,Region 4,1997,49,203,0.492610837438424,0,0,0,0,1,0,0
HHS Regions,Region 5,1997,49,321,4.3613707165109,0,0,2,0,12,0,0
HHS Regions,Region 6,1997,49,937,1.06723585912487,0,0,3,0,7,0,0
HHS Regions,Region 7,1997,49,227,1.3215859030837,0,0,2,0,1,0,0
HHS Regions,Region 8,1997,49,129,0,0,0,0,0,0,0,0
HHS Regions,Region 9,1997,49,202,1.48514851485149,0,0,1,0,2,0,0
HHS Regions,Region 10,1997,49,85,1.17647058823529,0,0,1,0,0,0,0
HHS Regions,Region 1,1997,50,45,2.22222222222222,0,0,0,0,1,0,0
HHS Regions,Region 2,1997,50,355,2.53521126760563,0,0,2,0,6,1,0
HHS Regions,Region 3,1997,50,250,4,0,0,6,0,4,0,0
HHS Regions,Region 4,1997,50,170,4.11764705882353,0,0,3,0,4,0,0
HHS Regions,Region 5,1997,50,362,4.14364640883978,0,0,9,0,6,0,0
HHS Regions,Region 6,1997,50,1077,2.87836583101207,0,0,7,0,23,1,0
HHS Regions,Region 7,1997,50,326,0.306748466257669,0,0,0,0,1,0,0
HHS Regions,Region 8,1997,50,176,2.84090909090909,0,0,1,0,4,0,0
HHS Regions,Region 9,1997,50,232,4.31034482758621,0,0,4,0,6,0,0
HHS Regions,Region 10,1997,50,93,9.67741935483871,0,0,5,0,4,0,0
HHS Regions,Region 1,1997,51,36,2.77777777777778,0,0,1,0,0,0,0
HHS Regions,Region 2,1997,51,405,6.17283950617284,0,0,3,0,22,0,0
HHS Regions,Region 3,1997,51,267,5.61797752808989,0,0,6,0,9,0,0
HHS Regions,Region 4,1997,51,250,16,0,0,15,0,25,0,0
HHS Regions,Region 5,1997,51,383,9.66057441253264,0,0,26,0,11,0,0
HHS Regions,Region 6,1997,51,1115,6.45739910313901,0,0,17,0,55,0,0
HHS Regions,Region 7,1997,51,374,1.60427807486631,0,0,0,0,6,0,0
HHS Regions,Region 8,1997,51,215,6.97674418604651,0,0,2,0,13,0,0
HHS Regions,Region 9,1997,51,261,9.19540229885057,0,0,11,0,13,0,0
HHS Regions,Region 10,1997,51,104,7.69230769230769,0,0,3,0,5,0,0
HHS Regions,Region 1,1997,52,34,11.7647058823529,0,0,3,0,1,0,0
HHS Regions,Region 2,1997,52,384,15.8854166666667,0,0,9,0,52,0,0
HHS Regions,Region 3,1997,52,239,8.78661087866109,0,0,11,0,10,0,0
HHS Regions,Region 4,1997,52,254,14.9606299212598,0,0,10,0,28,0,0
HHS Regions,Region 5,1997,52,359,17.2701949860724,0,0,43,0,19,0,0
HHS Regions,Region 6,1997,52,1131,8.48806366047745,0,0,7,0,89,0,0
HHS Regions,Region 7,1997,52,318,5.66037735849057,0,0,2,0,16,0,0
HHS Regions,Region 8,1997,52,192,10.9375,0,0,0,0,21,0,0
HHS Regions,Region 9,1997,52,309,26.8608414239482,0,0,19,0,64,0,0
HHS Regions,Region 10,1997,52,129,13.953488372093,0,0,7,0,11,0,0
HHS Regions,Region 1,1997,53,62,12.9032258064516,0,0,6,0,2,0,0
HHS Regions,Region 2,1997,53,577,22.7036395147314,1,0,19,0,111,0,0
HHS Regions,Region 3,1997,53,346,22.5433526011561,0,0,14,0,64,0,0
HHS Regions,Region 4,1997,53,293,17.0648464163823,0,0,9,0,41,0,0
HHS Regions,Region 5,1997,53,510,18.8235294117647,0,0,64,0,32,0,0
HHS Regions,Region 6,1997,53,1277,11.1198120595145,0,0,13,0,128,1,0
HHS Regions,Region 7,1997,53,397,10.3274559193955,0,0,4,0,37,0,0
HHS Regions,Region 8,1997,53,328,22.5609756097561,0,0,7,0,67,0,0
HHS Regions,Region 9,1997,53,449,32.0712694877506,0,0,15,0,129,0,0
HHS Regions,Region 10,1997,53,163,15.9509202453988,0,0,10,0,16,0,0
HHS Regions,Region 1,1998,1,148,25,0,0,14,0,23,0,0
HHS Regions,Region 2,1998,1,855,21.8713450292398,0,0,32,0,155,0,0
HHS Regions,Region 3,1998,1,453,16.9977924944812,0,0,11,0,66,0,0
HHS Regions,Region 4,1998,1,268,12.6865671641791,0,0,9,0,24,1,0
HHS Regions,Region 5,1998,1,700,21.2857142857143,0,0,74,0,75,0,0
HHS Regions,Region 6,1998,1,1221,15.3153153153153,0,0,24,0,161,2,0
HHS Regions,Region 7,1998,1,475,12.8421052631579,0,0,6,0,55,0,0
HHS Regions,Region 8,1998,1,474,24.0506329113924,0,0,9,0,105,0,0
HHS Regions,Region 9,1998,1,485,27.2164948453608,0,0,18,0,114,0,0
HHS Regions,Region 10,1998,1,215,20.4651162790698,0,0,14,0,30,0,0
HHS Regions,Region 1,1998,2,173,24.8554913294798,0,0,25,0,18,0,0
HHS Regions,Region 2,1998,2,677,16.2481536189069,0,0,18,0,92,0,0
HHS Regions,Region 3,1998,2,508,25.9842519685039,1,0,21,0,109,1,0
HHS Regions,Region 4,1998,2,340,13.8235294117647,0,0,33,0,14,0,0
HHS Regions,Region 5,1998,2,603,24.0464344941957,0,0,78,0,66,1,0
HHS Regions,Region 6,1998,2,1285,17.8210116731518,0,0,34,0,193,2,0
HHS Regions,Region 7,1998,2,582,16.4948453608247,0,0,8,0,88,0,0
HHS Regions,Region 8,1998,2,656,31.5548780487805,0,0,26,0,181,0,0
HHS Regions,Region 9,1998,2,435,19.0804597701149,0,0,16,0,67,0,0
HHS Regions,Region 10,1998,2,242,24.3801652892562,2,0,22,0,35,0,0
HHS Regions,Region 1,1998,3,228,24.1228070175439,0,0,28,0,27,0,0
HHS Regions,Region 2,1998,3,611,17.0212765957447,0,0,13,0,91,0,0
HHS Regions,Region 3,1998,3,544,28.4926470588235,0,0,17,0,138,0,0
HHS Regions,Region 4,1998,3,313,23.961661341853,0,0,57,0,17,1,0
HHS Regions,Region 5,1998,3,985,30.9644670050761,1,0,179,0,125,0,0
HHS Regions,Region 6,1998,3,1287,19.5027195027195,0,0,44,0,207,0,0
HHS Regions,Region 7,1998,3,775,27.3548387096774,0,0,23,0,189,0,0
HHS Regions,Region 8,1998,3,822,34.0632603406326,0,0,23,0,257,0,0
HHS Regions,Region 9,1998,3,393,20.3562340966921,0,0,33,0,47,0,0
HHS Regions,Region 10,1998,3,238,29.4117647058824,0,0,36,0,34,0,0
HHS Regions,Region 1,1998,4,286,30.4195804195804,0,0,50,0,37,0,0
HHS Regions,Region 2,1998,4,640,19.375,0,0,39,0,85,0,0
HHS Regions,Region 3,1998,4,637,38.1475667189953,0,0,14,0,229,0,0
HHS Regions,Region 4,1998,4,297,28.2828282828283,0,0,73,0,11,0,0
HHS Regions,Region 5,1998,4,1067,38.0506091846298,0,0,227,0,179,0,0
HHS Regions,Region 6,1998,4,1338,16.3677130044843,0,0,49,0,169,1,0
HHS Regions,Region 7,1998,4,930,30.5376344086022,0,0,62,0,222,0,0
HHS Regions,Region 8,1998,4,928,33.1896551724138,0,0,18,0,290,0,0
HHS Regions,Region 9,1998,4,359,13.9275766016713,0,0,17,0,33,0,0
HHS Regions,Region 10,1998,4,248,33.8709677419355,0,0,40,0,44,0,0
HHS Regions,Region 1,1998,5,343,19.8250728862974,0,0,34,0,34,0,0
HHS Regions,Region 2,1998,5,603,23.5489220563847,0,0,32,0,110,0,0
HHS Regions,Region 3,1998,5,776,40.4639175257732,0,0,28,0,286,0,0
HHS Regions,Region 4,1998,5,312,29.1666666666667,0,0,76,0,15,0,0
HHS Regions,Region 5,1998,5,796,29.1457286432161,0,0,114,0,118,0,0
HHS Regions,Region 6,1998,5,1182,14.9746192893401,0,0,54,0,122,1,0
HHS Regions,Region 7,1998,5,778,29.4344473007712,0,0,28,0,201,0,0
HHS Regions,Region 8,1998,5,1044,31.6091954022989,0,0,3,0,327,0,0
HHS Regions,Region 9,1998,5,259,16.2162162162162,0,0,13,0,29,0,0
HHS Regions,Region 10,1998,5,195,28.2051282051282,0,0,31,0,24,0,0
HHS Regions,Region 1,1998,6,357,28.8515406162465,0,0,57,0,46,0,0
HHS Regions,Region 2,1998,6,554,21.4801444043321,0,0,30,0,89,0,0
HHS Regions,Region 3,1998,6,776,38.2731958762887,0,0,12,0,285,0,0
HHS Regions,Region 4,1998,6,239,33.0543933054393,1,0,49,0,27,2,0
HHS Regions,Region 5,1998,6,685,31.0948905109489,0,0,103,0,110,0,0
HHS Regions,Region 6,1998,6,1198,15.9432387312187,0,0,39,0,150,2,0
HHS Regions,Region 7,1998,6,703,24.1820768136558,0,0,43,0,127,0,0
HHS Regions,Region 8,1998,6,853,22.9777256740914,0,0,4,0,191,1,0
HHS Regions,Region 9,1998,6,302,6.62251655629139,0,0,6,0,14,0,0
HHS Regions,Region 10,1998,6,200,21,0,0,20,0,22,0,0
HHS Regions,Region 1,1998,7,337,20.7715133531157,0,0,32,0,38,0,0
HHS Regions,Region 2,1998,7,533,20.2626641651032,0,0,24,0,84,0,0
HHS Regions,Region 3,1998,7,758,32.0580474934037,0,0,5,0,238,0,0
HHS Regions,Region 4,1998,7,237,21.9409282700422,0,0,44,0,8,0,0
HHS Regions,Region 5,1998,7,572,23.6013986013986,0,0,60,0,74,1,0
HHS Regions,Region 6,1998,7,790,10.126582278481,0,0,15,0,62,3,0
HHS Regions,Region 7,1998,7,525,15.8095238095238,0,0,34,0,49,0,0
HHS Regions,Region 8,1998,7,772,21.6321243523316,0,0,0,0,167,0,0
HHS Regions,Region 9,1998,7,208,9.13461538461539,0,0,5,0,14,0,0
HHS Regions,Region 10,1998,7,172,17.4418604651163,0,0,7,0,23,0,0
HHS Regions,Region 1,1998,8,249,18.4738955823293,0,0,10,0,36,0,0
HHS Regions,Region 2,1998,8,463,17.2786177105832,0,0,9,0,71,0,0
HHS Regions,Region 3,1998,8,536,33.3955223880597,0,0,0,0,179,0,0
HHS Regions,Region 4,1998,8,225,15.1111111111111,0,0,28,0,6,0,0
HHS Regions,Region 5,1998,8,557,15.08078994614,0,0,22,0,61,1,0
HHS Regions,Region 6,1998,8,613,7.17781402936378,0,0,7,0,35,2,0
HHS Regions,Region 7,1998,8,419,9.54653937947494,0,0,12,0,27,1,0
HHS Regions,Region 8,1998,8,495,8.68686868686869,0,0,0,0,43,0,0
HHS Regions,Region 9,1998,8,242,3.30578512396694,0,0,3,0,5,0,0
HHS Regions,Region 10,1998,8,176,4.54545454545455,0,0,2,0,6,0,0
HHS Regions,Region 1,1998,9,138,25.3623188405797,0,0,22,0,13,0,0
HHS Regions,Region 2,1998,9,379,9.23482849604222,0,0,3,0,32,0,0
HHS Regions,Region 3,1998,9,461,18.2212581344902,0,0,2,0,82,0,0
HHS Regions,Region 4,1998,9,180,5.55555555555556,0,0,5,0,4,1,0
HHS Regions,Region 5,1998,9,457,14.2231947483589,0,0,19,0,45,1,0
HHS Regions,Region 6,1998,9,554,2.34657039711191,0,0,1,0,12,0,0
HHS Regions,Region 7,1998,9,266,3.7593984962406,0,0,1,0,8,1,0
HHS Regions,Region 8,1998,9,360,8.33333333333333,0,0,0,0,30,0,0
HHS Regions,Region 9,1998,9,201,0.995024875621891,0,0,1,0,1,0,0
HHS Regions,Region 10,1998,9,173,13.2947976878613,0,0,9,0,14,0,0
HHS Regions,Region 1,1998,10,109,17.4311926605505,0,0,16,0,3,0,0
HHS Regions,Region 2,1998,10,344,4.36046511627907,0,0,0,0,15,0,0
HHS Regions,Region 3,1998,10,337,11.8694362017804,0,0,0,0,40,0,0
HHS Regions,Region 4,1998,10,153,7.18954248366013,0,0,10,0,1,0,0
HHS Regions,Region 5,1998,10,459,13.9433551198257,0,0,9,0,54,1,0
HHS Regions,Region 6,1998,10,481,4.57380457380457,0,0,8,0,9,5,0
HHS Regions,Region 7,1998,10,236,2.11864406779661,0,0,1,0,4,0,0
HHS Regions,Region 8,1998,10,254,5.11811023622047,0,0,0,0,13,0,0
HHS Regions,Region 9,1998,10,150,2,0,0,2,0,1,0,0
HHS Regions,Region 10,1998,10,135,7.40740740740741,0,0,1,0,9,0,0
HHS Regions,Region 1,1998,11,67,8.95522388059701,0,0,6,0,0,0,0
HHS Regions,Region 2,1998,11,245,5.71428571428571,0,0,3,0,11,0,0
HHS Regions,Region 3,1998,11,311,13.8263665594855,0,0,2,0,41,0,0
HHS Regions,Region 4,1998,11,123,0.813008130081301,0,0,0,0,1,0,0
HHS Regions,Region 5,1998,11,404,8.16831683168317,0,0,12,0,20,1,0
HHS Regions,Region 6,1998,11,434,2.07373271889401,0,0,3,0,3,3,0
HHS Regions,Region 7,1998,11,223,2.24215246636771,0,0,1,0,3,1,0
HHS Regions,Region 8,1998,11,203,0.492610837438424,0,0,0,0,1,0,0
HHS Regions,Region 9,1998,11,139,5.03597122302158,0,0,3,0,4,0,0
HHS Regions,Region 10,1998,11,85,2.35294117647059,0,0,0,0,2,0,0
HHS Regions,Region 1,1998,12,36,8.33333333333333,0,0,3,0,0,0,0
HHS Regions,Region 2,1998,12,221,1.80995475113122,0,0,1,0,3,0,0
HHS Regions,Region 3,1998,12,329,13.3738601823708,0,0,1,0,43,0,0
HHS Regions,Region 4,1998,12,113,0.884955752212389,0,0,0,0,1,0,0
HHS Regions,Region 5,1998,12,331,4.53172205438066,0,0,3,0,11,1,0
HHS Regions,Region 6,1998,12,399,2.00501253132832,0,0,2,0,2,4,0
HHS Regions,Region 7,1998,12,198,2.02020202020202,0,0,2,0,1,1,0
HHS Regions,Region 8,1998,12,171,2.33918128654971,0,0,0,0,4,0,0
HHS Regions,Region 9,1998,12,150,0,0,0,0,0,0,0,0
HHS Regions,Region 10,1998,12,100,1,0,0,0,0,1,0,0
HHS Regions,Region 1,1998,13,28,7.14285714285714,0,0,1,0,1,0,0
HHS Regions,Region 2,1998,13,188,0.531914893617021,0,0,0,0,1,0,0
HHS Regions,Region 3,1998,13,220,6.81818181818182,0,0,0,0,15,0,0
HHS Regions,Region 4,1998,13,112,0.892857142857143,0,0,0,0,1,0,0
HHS Regions,Region 5,1998,13,291,4.81099656357388,0,0,3,0,10,1,0
HHS Regions,Region 6,1998,13,333,3.003003003003,0,0,5,0,0,5,0
HHS Regions,Region 7,1998,13,172,0.581395348837209,0,0,0,0,0,1,0
HHS Regions,Region 8,1998,13,155,0,0,0,0,0,0,0,0
HHS Regions,Region 9,1998,13,128,0.78125,0,0,1,0,0,0,0
HHS Regions,Region 10,1998,13,56,3.57142857142857,0,0,1,0,1,0,0
HHS Regions,Region 1,1998,14,41,12.1951219512195,0,0,3,0,2,0,0
HHS Regions,Region 2,1998,14,172,0,0,0,0,0,0,0,0
HHS Regions,Region 3,1998,14,207,2.41545893719807,0,0,0,0,5,0,0
HHS Regions,Region 4,1998,14,84,1.19047619047619,0,0,0,0,1,0,0
HHS Regions,Region 5,1998,14,185,8.64864864864865,0,0,1,0,13,2,0
HHS Regions,Region 6,1998,14,318,1.57232704402516,0,0,0,0,1,4,0
HHS Regions,Region 7,1998,14,136,0.735294117647059,0,0,1,0,0,0,0
HHS Regions,Region 8,1998,14,128,0,0,0,0,0,0,0,0
HHS Regions,Region 9,1998,14,177,0,0,0,0,0,0,0,0
HHS Regions,Region 10,1998,14,84,1.19047619047619,0,0,1,0,0,0,0
HHS Regions,Region 1,1998,15,12,0,0,0,0,0,0,0,0
HHS Regions,Region 2,1998,15,98,0,0,0,0,0,0,0,0
HHS Regions,Region 3,1998,15,195,1.02564102564103,0,0,0,0,2,0,0
HHS Regions,Region 4,1998,15,77,1.2987012987013,0,0,0,0,1,0,0
HHS Regions,Region 5,1998,15,224,8.48214285714286,0,0,0,0,17,2,0
HHS Regions,Region 6,1998,15,281,3.20284697508897,0,0,0,0,3,6,0
HHS Regions,Region 7,1998,15,120,3.33333333333333,0,0,0,0,2,2,0
HHS Regions,Region 8,1998,15,112,3.57142857142857,0,0,0,0,2,2,0
HHS Regions,Region 9,1998,15,139,0,0,0,0,0,0,0,0
HHS Regions,Region 10,1998,15,99,0,0,0,0,0,0,0,0
HHS Regions,Region 1,1998,16,16,6.25,0,0,1,0,0,0,0
HHS Regions,Region 2,1998,16,173,0,0,0,0,0,0,0,0
HHS Regions,Region 3,1998,16,203,0.492610837438424,0,0,0,0,1,0,0
HHS Regions,Region 4,1998,16,86,0,0,0,0,0,0,0,0
HHS Regions,Region 5,1998,16,209,5.26315789473684,0,0,0,0,10,1,0
HHS Regions,Region 6,1998,16,306,2.28758169934641,0,0,0,0,5,2,0
HHS Regions,Region 7,1998,16,137,0.72992700729927,0,0,0,0,0,1,0
HHS Regions,Region 8,1998,16,93,0,0,0,0,0,0,0,0
HHS Regions,Region 9,1998,16,135,0,0,0,0,0,0,0,0
HHS Regions,Region 10,1998,16,63,0,0,0,0,0,0,0,0
HHS Regions,Region 1,1998,17,19,5.26315789473684,0,0,1,0,0,0,0
HHS Regions,Region 2,1998,17,128,0,0,0,0,0,0,0,0
HHS Regions,Region 3,1998,17,139,0,0,0,0,0,0,0,0
HHS Regions,Region 4,1998,17,60,0,0,0,0,0,0,0,0
HHS Regions,Region 5,1998,17,168,4.16666666666667,0,0,0,0,7,0,0
HHS Regions,Region 6,1998,17,343,1.45772594752187,0,0,0,0,1,4,0
HHS Regions,Region 7,1998,17,126,1.58730158730159,0,0,0,0,0,2,0
HHS Regions,Region 8,1998,17,99,0,0,0,0,0,0,0,0
HHS Regions,Region 9,1998,17,113,0,0,0,0,0,0,0,0
HHS Regions,Region 10,1998,17,41,2.4390243902439,0,0,0,0,1,0,0
HHS Regions,Region 1,1998,18,13,0,0,0,0,0,0,0,0
HHS Regions,Region 2,1998,18,127,0,0,0,0,0,0,0,0
HHS Regions,Region 3,1998,18,106,0,0,0,0,0,0,0,0
HHS Regions,Region 4,1998,18,102,0,0,0,0,0,0,0,0
HHS Regions,Region 5,1998,18,152,7.23684210526316,0,0,3,0,8,0,0
HHS Regions,Region 6,1998,18,257,1.94552529182879,0,0,0,0,0,5,0
HHS Regions,Region 7,1998,18,116,0,0,0,0,0,0,0,0
HHS Regions,Region 8,1998,18,102,0,0,0,0,0,0,0,0
HHS Regions,Region 9,1998,18,124,0,0,0,0,0,0,0,0
HHS Regions,Region 10,1998,18,43,0,0,0,0,0,0,0,0
HHS Regions,Region 1,1998,19,12,0,0,0,0,0,0,0,0
HHS Regions,Region 2,1998,19,117,0.854700854700855,0,0,0,0,0,1,0
HHS Regions,Region 3,1998,19,116,0,0,0,0,0,0,0,0
HHS Regions,Region 4,1998,19,78,0,0,0,0,0,0,0,0
HHS Regions,Region 5,1998,19,112,5.35714285714286,0,0,0,0,5,1,0
HHS Regions,Region 6,1998,19,252,0.793650793650794,0,0,0,0,0,2,0
HHS Regions,Region 7,1998,19,116,0,0,0,0,0,0,0,0
HHS Regions,Region 8,1998,19,82,0,0,0,0,0,0,0,0
HHS Regions,Region 9,1998,19,123,0,0,0,0,0,0,0,0
HHS Regions,Region 10,1998,19,30,0,0,0,0,0,0,0,0
HHS Regions,Region 1,1998,20,7,0,0,0,0,0,0,0,0
HHS Regions,Region 2,1998,20,103,1.94174757281553,0,0,0,0,0,2,0
HHS Regions,Region 3,1998,20,102,0,0,0,0,0,0,0,0
HHS Regions,Region 4,1998,20,72,1.38888888888889,0,0,0,0,0,1,0
HHS Regions,Region 5,1998,20,103,0.970873786407767,0,0,0,0,0,1,0
HHS Regions,Region 6,1998,20,243,1.23456790123457,0,0,0,0,0,3,0
HHS Regions,Region 7,1998,20,102,0,0,0,0,0,0,0,0
HHS Regions,Region 8,1998,20,58,3.44827586206897,0,0,0,0,2,0,0
HHS Regions,Region 9,1998,20,107,0,0,0,0,0,0,0,0
HHS Regions,Region 10,1998,20,41,0,0,0,0,0,0,0,0
HHS Regions,Region 1,1998,21,,,X,X,X,X,X,X,X
HHS Regions,Region 2,1998,21,,,X,X,X,X,X,X,X
HHS Regions,Region 3,1998,21,,,X,X,X,X,X,X,X
HHS Regions,Region 4,1998,21,,,X,X,X,X,X,X,X
HHS Regions,Region 5,1998,21,,,X,X,X,X,X,X,X
HHS Regions,Region 6,1998,21,,,X,X,X,X,X,X,X
HHS Regions,Region 7,1998,21,,,X,X,X,X,X,X,X
HHS Regions,Region 8,1998,21,,,X,X,X,X,X,X,X
HHS Regions,Region 9,1998,21,,,X,X,X,X,X,X,X
HHS Regions,Region 10,1998,21,,,X,X,X,X,X,X,X
HHS Regions,Region 1,1998,22,,,X,X,X,X,X,X,X
HHS Regions,Region 2,1998,22,,,X,X,X,X,X,X,X
HHS Regions,Region 3,1998,22,,,X,X,X,X,X,X,X
HHS Regions,Region 4,1998,22,,,X,X,X,X,X,X,X
HHS Regions,Region 5,1998,22,,,X,X,X,X,X,X,X
HHS Regions,Region 6,1998,22,,,X,X,X,X,X,X,X
HHS Regions,Region 7,1998,22,,,X,X,X,X,X,X,X
